uniprot,series,has_smiles_hit,smiles_hit_num,smiles_hit_rate,smiles_hit_fraction,has_scaffold_hit,scaffold_hit_rate,scaffold_hit_fraction,normalized_affinity_sum,max_normalized_affinity,normalized_affinity_count_>=_0.5,normalized_affinity_count_>=_0.8,normalized_affinity_count_>=_0.9,normalized_affinity_count_>=_0.95,normalized_affinity_count_>=_0.99,max_normalized_affinity_count_>=_0.5,max_normalized_affinity_count_>=_0.8,max_normalized_affinity_count_>=_0.9,max_normalized_affinity_count_>=_0.95,max_normalized_affinity_count_>=_0.99
Q92731,Sries13345,True,1,0.005,0.029411764705882353,True,0.01,0.14285714285714285,0.12425400942116434,0.12425400942116434,0,0,0,0,0,False,False,False,False,False
P00734,Sries13362,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q16539,Sries13439,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P06239,Sries13463,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q92731,Sries13475,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P41145,Sries13577,False,0,0.0,0.0,True,0.02,0.25,0.0,,0,0,0,0,0,0,0,0,0,0
P06239,Sries13583,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P55055,Sries13659,False,0,0.0,0.0,True,0.01,0.08333333333333333,0.0,,0,0,0,0,0,0,0,0,0,0
P12931,Sries13686,False,0,0.0,0.0,True,0.165,0.04,0.0,,0,0,0,0,0,0,0,0,0,0
P45452,Sries13975,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P28482,Sries14089,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
O14757,Sries14139,True,1,0.005,0.020833333333333332,True,0.02,0.058823529411764705,0.7206569921681968,0.7206569921681968,1,0,0,0,0,True,False,False,False,False
P29274,Sries14163,False,0,0.0,0.0,True,0.055,0.0625,0.0,,0,0,0,0,0,0,0,0,0,0
P06276,Sries14260,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00749,Sries14362,False,0,0.0,0.0,True,0.305,0.0625,0.0,,0,0,0,0,0,0,0,0,0,0
P55055,Sries14421,False,0,0.0,0.0,True,0.27,0.16666666666666666,0.0,,0,0,0,0,0,0,0,0,0,0
P49137,Sries14437,True,1,0.005,0.034482758620689655,True,0.055,0.07692307692307693,0.2929091278059706,0.2929091278059706,0,0,0,0,0,False,False,False,False,False
P10275,Sries14520,False,0,0.0,0.0,True,0.085,0.14285714285714285,0.0,,0,0,0,0,0,0,0,0,0,0
P21554,Sries14530,False,0,0.0,0.0,True,0.075,0.07692307692307693,0.0,,0,0,0,0,0,0,0,0,0,0
P36897,Sries14607,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P41145,Sries14641,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P10275,Sries14749,False,0,0.0,0.0,True,0.055,0.25,0.0,,0,0,0,0,0,0,0,0,0,0
P35968,Sries14930,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P18031,Sries14949,True,1,0.005,0.021739130434782608,True,0.095,0.05263157894736842,0.025708635056747867,0.025708635056747867,0,0,0,0,0,False,False,False,False,False
P00797,Sries14982,False,0,0.0,0.0,True,0.08,0.07692307692307693,0.0,,0,0,0,0,0,0,0,0,0,0
P10828,Sries15074,False,0,0.0,0.0,True,0.375,0.5,0.0,,0,0,0,0,0,0,0,0,0,0
P10828,Sries15112,True,1,0.005,0.02,True,0.065,0.045454545454545456,0.7382618139995974,0.7382618139995974,1,0,0,0,0,True,False,False,False,False
P10828,Sries15275,False,0,0.0,0.0,True,0.18,0.25,0.0,,0,0,0,0,0,0,0,0,0,0
P18031,Sries15438,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P06239,Sries15536,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P08069,Sries15558,True,1,0.005,0.038461538461538464,True,0.12,0.125,0.14828845978775837,0.14828845978775837,0,0,0,0,0,False,False,False,False,False
P49137,Sries15708,False,0,0.0,0.0,True,0.16,0.1,0.0,,0,0,0,0,0,0,0,0,0,0
O14757,Sries15811,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P14416,Sries1588,False,0,0.0,0.0,True,0.005,0.25,0.0,,0,0,0,0,0,0,0,0,0,0
P18031,Sries16024,False,0,0.0,0.0,True,0.04,0.05,0.0,,0,0,0,0,0,0,0,0,0,0
P21554,Sries16309,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P14174,Sries16420,False,0,0.0,0.0,True,0.16,0.16666666666666666,0.0,,0,0,0,0,0,0,0,0,0,0
P06239,Sries16522,False,0,0.0,0.0,True,0.035,0.047619047619047616,0.0,,0,0,0,0,0,0,0,0,0,0
P10828,Sries16662,False,0,0.0,0.0,True,0.255,0.3333333333333333,0.0,,0,0,0,0,0,0,0,0,0,0
P05979,Sries16708,False,0,0.0,0.0,True,0.29,1.0,0.0,,0,0,0,0,0,0,0,0,0,0
P08183,Sries16757,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P41145,Sries16881,False,0,0.0,0.0,True,0.045,0.1,0.0,,0,0,0,0,0,0,0,0,0,0
P36897,Sries16887,True,1,0.005,0.043478260869565216,True,0.12,0.2222222222222222,0.8302322131103663,0.8302322131103663,1,1,0,0,0,True,True,False,False,False
P00918,Sries1710,False,0,0.0,0.0,True,0.445,0.1111111111111111,0.0,,0,0,0,0,0,0,0,0,0,0
P14416,Sries17183,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
O14757,Sries17243,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00918,Sries1727,False,0,0.0,0.0,True,0.195,0.2857142857142857,0.0,,0,0,0,0,0,0,0,0,0,0
Q07343,Sries17295,False,0,0.0,0.0,True,0.08,0.058823529411764705,0.0,,0,0,0,0,0,0,0,0,0,0
Q03181,Sries17465,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
O14965,Sries17596,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P45452,Sries17711,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q96RI1,Sries17726,False,0,0.0,0.0,True,0.095,0.058823529411764705,0.0,,0,0,0,0,0,0,0,0,0,0
P12931,Sries17730,False,0,0.0,0.0,True,0.13,0.18181818181818182,0.0,,0,0,0,0,0,0,0,0,0,0
Q07869,Sries17788,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P12821,Sries17928,True,1,0.005,0.06666666666666667,True,0.105,0.125,0.3014312556128447,0.3014312556128447,0,0,0,0,0,False,False,False,False,False
P21554,Sries17974,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q9BY41,Sries18115,False,0,0.0,0.0,True,0.195,1.0,0.0,,0,0,0,0,0,0,0,0,0,0
P29476,Sries18184,False,0,0.0,0.0,True,0.095,0.1111111111111111,0.0,,0,0,0,0,0,0,0,0,0,0
P24941,Sries18306,False,0,0.0,0.0,True,0.115,0.06666666666666667,0.0,,0,0,0,0,0,0,0,0,0,0
Q03181,Sries18404,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q92731,Sries18498,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00489,Sries18617,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q08499,Sries18697,False,0,0.0,0.0,True,0.01,0.07692307692307693,0.0,,0,0,0,0,0,0,0,0,0,0
Q07869,Sries18787,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P55055,Sries18794,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P08183,Sries18978,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00742,Sries19028,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P78536,Sries19059,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q92769,Sries19298,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q9BY41,Sries19300,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P04150,Sries19399,False,0,0.0,0.0,True,0.015,0.3333333333333333,0.0,,0,0,0,0,0,0,0,0,0,0
P35372,Sries19404,False,0,0.0,0.0,True,0.055,0.13333333333333333,0.0,,0,0,0,0,0,0,0,0,0,0
P10415,Sries19407,False,0,0.0,0.0,True,0.045,0.1,0.0,,0,0,0,0,0,0,0,0,0,0
P08069,Sries19448,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P11362,Sries19482,True,2,0.01,0.05263157894736842,True,0.205,0.058823529411764705,0.8338270927399197,0.4986071105144369,0,0,0,0,0,False,False,False,False,False
P29274,Sries19510,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00915,Sries1963,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P49841,Sries19696,False,0,0.0,0.0,True,0.005,0.1,0.0,,0,0,0,0,0,0,0,0,0,0
P18031,Sries19912,False,0,0.0,0.0,True,0.22,0.047619047619047616,0.0,,0,0,0,0,0,0,0,0,0,0
P56817,Sries20072,False,0,0.0,0.0,True,0.07,0.1,0.0,,0,0,0,0,0,0,0,0,0,0
P35557,Sries20095,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00489,Sries20143,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P28845,Sries20165,False,0,0.0,0.0,True,0.065,0.09090909090909091,0.0,,0,0,0,0,0,0,0,0,0,0
O76074,Sries20376,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q96RI1,Sries20391,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P53779,Sries20420,False,0,0.0,0.0,True,0.05,0.2,0.0,,0,0,0,0,0,0,0,0,0,0
P00374,Sries20477,False,0,0.0,0.0,True,0.09,0.3333333333333333,0.0,,0,0,0,0,0,0,0,0,0,0
P21554,Sries20483,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P35557,Sries20521,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
O76074,Sries20967,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P36897,Sries20995,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P55055,Sries21106,False,0,0.0,0.0,True,0.415,0.5,0.0,,0,0,0,0,0,0,0,0,0,0
P42336,Sries21266,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P36897,Sries21323,False,0,0.0,0.0,True,0.01,0.1111111111111111,0.0,,0,0,0,0,0,0,0,0,0,0
P00742,Sries2158,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P52732,Sries21909,True,2,0.01,0.03773584905660377,True,0.145,0.2,0.8188020307576309,0.509886980830416,1,0,0,0,0,True,False,False,False,False
O60674,Sries21963,False,0,0.0,0.0,True,0.005,0.058823529411764705,0.0,,0,0,0,0,0,0,0,0,0,0
Q03181,Sries22033,False,0,0.0,0.0,True,0.02,0.021739130434782608,0.0,,0,0,0,0,0,0,0,0,0,0
P03372,Sries22072,False,0,0.0,0.0,True,0.16,0.08,0.0,,0,0,0,0,0,0,0,0,0,0
Q07869,Sries22289,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P53350,Sries22438,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
O14965,Sries22555,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P52732,Sries22751,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q96RI1,Sries22975,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P78536,Sries23161,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00742,Sries2320,False,0,0.0,0.0,True,0.29,0.030303030303030304,0.0,,0,0,0,0,0,0,0,0,0,0
P42336,Sries23245,True,1,0.005,0.00625,True,0.18,0.017543859649122806,0.1398118800802055,0.1398118800802055,0,0,0,0,0,False,False,False,False,False
P48736,Sries23247,True,1,0.005,0.006172839506172839,True,0.175,0.03571428571428571,0.04446388621822839,0.04446388621822839,0,0,0,0,0,False,False,False,False,False
P28223,Sries23580,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P31749,Sries23594,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00797,Sries23709,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P56817,Sries23731,True,1,0.005,0.015151515151515152,True,0.13,0.125,0.0,0.0,0,0,0,0,0,False,False,False,False,False
P36897,Sries23747,False,0,0.0,0.0,True,0.18,0.14285714285714285,0.0,,0,0,0,0,0,0,0,0,0,0
P53779,Sries24048,False,0,0.0,0.0,True,0.015,0.038461538461538464,0.0,,0,0,0,0,0,0,0,0,0,0
P24941,Sries2413,True,1,0.005,0.03225806451612903,True,0.07,0.1111111111111111,0.3941284984907528,0.3941284984907528,0,0,0,0,0,False,False,False,False,False
P52333,Sries24137,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P24941,Sries2415,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P31749,Sries24153,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P31645,Sries24223,True,2,0.01,0.06896551724137931,True,0.07,0.5,1.3552305968181617,0.9127784473654987,1,1,1,0,0,True,True,True,False,False
P53779,Sries24297,False,0,0.0,0.0,True,0.055,0.047619047619047616,0.0,,0,0,0,0,0,0,0,0,0,0
P27487,Sries24422,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P04150,Sries24464,False,0,0.0,0.0,True,0.475,0.375,0.0,,0,0,0,0,0,0,0,0,0,0
P27487,Sries24619,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P98170,Sries24814,False,0,0.0,0.0,True,0.015,0.14285714285714285,0.0,,0,0,0,0,0,0,0,0,0,0
P08069,Sries24912,False,0,0.0,0.0,True,0.045,0.2,0.0,,0,0,0,0,0,0,0,0,0,0
Q03181,Sries24932,False,0,0.0,0.0,True,0.485,0.25,0.0,,0,0,0,0,0,0,0,0,0,0
P29473,Sries25028,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P78536,Sries25095,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P28223,Sries25172,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P78536,Sries25271,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P49137,Sries25309,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P53779,Sries25352,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P35557,Sries25359,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q07343,Sries25370,False,0,0.0,0.0,True,0.01,0.3333333333333333,0.0,,0,0,0,0,0,0,0,0,0,0
P49137,Sries25547,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P08581,Sries25593,False,0,0.0,0.0,True,0.105,0.03571428571428571,0.0,,0,0,0,0,0,0,0,0,0,0
P15056,Sries25989,False,0,0.0,0.0,True,0.005,0.05555555555555555,0.0,,0,0,0,0,0,0,0,0,0,0
O14965,Sries25993,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00797,Sries26076,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P16184,Sries2635,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P16184,Sries2637,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P16184,Sries2640,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
O76074,Sries26578,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P34913,Sries26852,False,0,0.0,0.0,True,0.15,0.08333333333333333,0.0,,0,0,0,0,0,0,0,0,0,0
P07550,Sries26918,False,0,0.0,0.0,True,0.045,0.125,0.0,,0,0,0,0,0,0,0,0,0,0
P45452,Sries26969,False,0,0.0,0.0,True,0.12,0.0625,0.0,,0,0,0,0,0,0,0,0,0,0
P53350,Sries27055,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00489,Sries27156,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P27487,Sries27200,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
O14757,Sries27479,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
O14965,Sries27665,False,0,0.0,0.0,True,0.01,0.0625,0.0,,0,0,0,0,0,0,0,0,0,0
P41145,Sries27706,False,0,0.0,0.0,True,0.085,0.09090909090909091,0.0,,0,0,0,0,0,0,0,0,0,0
P52732,Sries27715,False,0,0.0,0.0,True,0.26,1.0,0.0,,0,0,0,0,0,0,0,0,0,0
P21554,Sries27805,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q07817,Sries27812,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P34913,Sries27827,False,0,0.0,0.0,True,0.335,0.075,0.0,,0,0,0,0,0,0,0,0,0,0
P08581,Sries27859,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P35968,Sries27861,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00374,Sries2803,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P42330,Sries28065,False,0,0.0,0.0,True,0.34,1.0,0.0,,0,0,0,0,0,0,0,0,0,0
P52732,Sries28091,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q02127,Sries2813,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00374,Sries2819,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P35372,Sries28190,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00915,Sries28220,False,0,0.0,0.0,True,0.005,0.05555555555555555,0.0,,0,0,0,0,0,0,0,0,0,0
P00918,Sries28221,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P33981,Sries28252,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P62942,Sries28297,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P62942,Sries28298,True,1,0.005,0.043478260869565216,True,0.005,0.07142857142857142,0.6307399509965002,0.6307399509965002,1,0,0,0,0,True,False,False,False,False
P68400,Sries28350,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P48736,Sries28409,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P16184,Sries2845,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P68400,Sries28649,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P27487,Sries28714,True,1,0.005,0.022222222222222223,True,0.12,0.2,0.45372194987272296,0.45372194987272296,0,0,0,0,0,False,False,False,False,False
P23458,Sries28780,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q16539,Sries28822,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P35372,Sries29101,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P49137,Sries29175,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q8TEK3,Sries29272,False,0,0.0,0.0,True,0.13,0.1111111111111111,0.0,,0,0,0,0,0,0,0,0,0,0
Q9UM73,Sries29299,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P25440,Sries29405,False,0,0.0,0.0,True,0.13,0.07142857142857142,0.0,,0,0,0,0,0,0,0,0,0,0
P25440,Sries29432,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q16539,Sries29441,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P31749,Sries29519,False,0,0.0,0.0,True,0.075,0.1111111111111111,0.0,,0,0,0,0,0,0,0,0,0,0
P28845,Sries29607,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P15145,Sries29708,False,0,0.0,0.0,True,0.06,0.18181818181818182,0.0,,0,0,0,0,0,0,0,0,0,0
P00374,Sries2975,False,0,0.0,0.0,True,0.135,0.3333333333333333,0.0,,0,0,0,0,0,0,0,0,0,0
P12931,Sries30157,True,2,0.01,0.0625,True,0.12,0.3333333333333333,0.4888847986175616,0.4444406781154915,0,0,0,0,0,False,False,False,False,False
P34913,Sries30256,False,0,0.0,0.0,True,0.125,0.047619047619047616,0.0,,0,0,0,0,0,0,0,0,0,0
Q07820,Sries30260,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P28223,Sries306,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P08581,Sries30630,False,0,0.0,0.0,True,0.13,0.041666666666666664,0.0,,0,0,0,0,0,0,0,0,0,0
P52732,Sries30654,False,0,0.0,0.0,True,0.235,0.5,0.0,,0,0,0,0,0,0,0,0,0,0
P31749,Sries30671,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P42330,Sries30703,False,0,0.0,0.0,True,0.295,0.1111111111111111,0.0,,0,0,0,0,0,0,0,0,0,0
P15145,Sries30726,False,0,0.0,0.0,True,0.025,1.0,0.0,,0,0,0,0,0,0,0,0,0,0
O43570,Sries30907,True,1,0.005,0.043478260869565216,True,0.075,0.07142857142857142,0.17646034180052567,0.17646034180052567,0,0,0,0,0,False,False,False,False,False
P35557,Sries31224,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
Q02750,Sries31344,False,0,0.0,0.0,True,0.075,0.1111111111111111,0.0,,0,0,0,0,0,0,0,0,0,0
P16184,Sries31459,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
P00374,Sries31460,False,0,0.0,0.0,False,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0
