uniprot,has_smiles_hit,has_smiles_hit_not_in_trainset,smiles_hit_rate,smiles_hit_rate_not_in_trainset,smiles_hit_fraction,smiles_hit_fraction_not_in_trainset,smiles_TAScore,has_scaffold_hit,has_scaffold_hit_not_in_trainset,scaffold_hit_rate,scaffold_hit_rate_not_in_trainset,scaffold_hit_fraction,scaffold_hit_fraction_not_in_trainset,scaffold_TAScore,smiles_intersection_specific,smiles_intersection_all,scaffold_intersection_specific,scaffold_intersection_all
P03951,False,False,0.0,0.0,0.0,0.0,0.0,True,False,0.012,0.0,0.002079002079002079,0.0,0.8462083682507863,0.0,0.0,0.012219959266802444,0.014440839444121454
P04150,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.0012468827930174563,0.0012468827930174563,0.3154575366561585,0.0,0.0,0.001375515818431912,0.0043603833386470624
P04629,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.008,0.008,0.0017761989342806395,0.0017761989342806395,0.5521915819490735,0.0,0.0,0.008,0.014487725286472497
P05979,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.091,0.025,0.018315018315018316,0.007326007326007326,3.781018261277251,0.0,0.0,0.10693301997649823,0.02828154010614955
P06239,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.049,0.049,0.0034482758620689655,0.0034482758620689655,3.4015501721002064,0.0,9.377168470208736e-06,0.06542056074766354,0.01923257253239812
P06276,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.011,0.011,0.0023094688221709007,0.0023094688221709007,0.827814504128268,0.0,0.0,0.014725568942436412,0.01778848858798597
P07550,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.009,0.004,0.004395604395604396,0.002197802197802198,0.41280046082083116,0.0,0.0,0.010501750291715286,0.0254402580596763
P07900,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.023,0.023,0.012237762237762238,0.012237762237762238,0.9747959571866294,0.0,0.0,0.025813692480359147,0.026481123759869468
P08069,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014694022992817088
P08183,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.002,0.002,0.0012642225031605564,0.0012642225031605564,0.23278485124529746,0.0,0.0,0.003780718336483932,0.016241255790401532
P08254,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.059,0.017,0.008928571428571428,0.006377551020408163,1.8974300300860754,0.0,0.0,0.059,0.031094690647212167
P08581,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.0006807351940095302,0.0006807351940095302,0.06814185257081257,0.0,0.0,0.001,0.01467526865587667
P09874,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.017,0.017,0.003703703703703704,0.003703703703703704,0.6843767431867382,0.0,4.6885842351043676e-05,0.017,0.02484011927758294
P10275,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.065,0.037,0.01488095238095238,0.011904761904761904,2.334701911452432,0.0,0.0,0.065,0.027840813188049738
P10415,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.049,0.049,0.003374578177727784,0.003374578177727784,2.5323116328446638,0.0,0.0,0.05174234424498416,0.020432850096584836
P10826,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.067,0.067,0.04672897196261682,0.04672897196261682,2.7823263124333004,0.0,0.0,0.067,0.024080568631496033
P10828,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.034,0.027,0.021739130434782608,0.007246376811594203,1.943920636156113,0.0,0.0,0.04843304843304843,0.02491513662534461
P11309,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016034958084056939
P11362,False,False,0.0,0.0,0.0,0.0,0.0,True,False,0.001,0.0,0.001075268817204301,0.0,0.11190535578560472,0.0,0.0,0.0016611295681063123,0.014844057688340429
P12821,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.069,0.069,0.0319634703196347,0.0319634703196347,2.852284535968822,0.0,0.0,0.08508014796547472,0.029828772903733987
P12931,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.002,0.002,0.0008103727714748784,0.0008103727714748784,0.11856521368477906,0.0,0.0,0.0020512820512820513,0.017300875827535117
P14174,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.01,0.01,0.012195121951219513,0.012195121951219513,0.9027435586515821,0.0,0.0,0.01430615164520744,0.015847414714652765
P14416,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.01,0.01,0.0012899064817800709,0.0012899064817800709,0.40455993766528525,0.0,9.377168470208736e-06,0.01,0.024718216087470227
P14902,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.016,0.016,0.002857142857142857,0.002857142857142857,0.9308920093459268,0.0,9.377168470208736e-06,0.02059202059202059,0.022120740421222407
P15056,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.007,0.007,0.0006811989100817438,0.0006811989100817438,0.46475144477416763,0.0,0.0,0.007121057985757884,0.015322293280321074
P15145,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.036,0.016,0.03787878787878788,0.030303030303030304,1.3077219379890272,0.0,0.0,0.036923076923076927,0.028234654263798502
P16184,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012190319011271356
P18031,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.055,0.019,0.007592190889370932,0.005422993492407809,1.9142656591337754,0.0,0.0,0.055,0.028731644192719567
P19793,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.024,0.02,0.033112582781456956,0.019867549668874173,1.0164984844815008,0.0,0.0,0.025078369905956112,0.024671330245119184
P21554,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.038,0.038,0.0020646937370956643,0.0020646937370956643,1.5753213342341401,0.0,0.0,0.03803803803803804,0.024146208810787495
P22303,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.009,0.009,0.0010504201680672268,0.0010504201680672268,0.42318253769272335,0.0,7.501734776166989e-05,0.009,0.021267418090433414
P23458,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.000585480093676815,0.000585480093676815,4.06813025678773,0.0,0.0,0.0012970168612191958,0.000318823727987097
P24941,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009377168470208736
P25440,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002062977063445922
P27487,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.004,0.004,0.0013633265167007499,0.0013633265167007499,0.19618662869671255,0.0,0.0,0.004689331770222743,0.02390240243056207
P28223,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.011,0.011,0.0022497187851518562,0.0022497187851518562,0.47149267830438496,0.0,0.0,0.014965986394557823,0.03174171527165657
P28482,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.004,0.002,0.002036659877800407,0.0010183299389002036,0.2169725318851279,0.0,0.0,0.004,0.018435513212430376
P28845,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.016,0.016,0.00156128024980484,0.00156128024980484,1.6732192164286104,0.0,0.0,0.025559105431309903,0.015275407437970031
P29274,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.003,0.0011344299489506524,0.0011344299489506524,0.17716864327910753,0.0,2.8131505410626208e-05,0.003051881993896236,0.017225858479773447
P29473,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.004,0.004,0.015384615384615385,0.015384615384615385,0.28629493211478985,0.0,0.0,0.004145077720207254,0.014478348118002289
P29476,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.8754336940417472e-05,0.0,0.017835374430337017
P29597,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.002,0.002,0.0027137042062415195,0.0027137042062415195,4.84736246151721,0.0,0.0,0.002,0.0004125954126891844
P31645,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.011,0.011,0.002607561929595828,0.002607561929595828,0.466800609396681,0.0,0.0,0.013048635824436536,0.02795333920969224
P31749,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.023,0.023,0.0009302325581395349,0.0009302325581395349,1.8938230495923194,0.0,0.0,0.02987012987012987,0.015772397366891094
P33981,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.00186219739292365,0.00186219739292365,6.665120557613834,0.0,0.0,0.001,0.00015003469552333978
P34913,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.017,0.003,0.004352557127312296,0.003264417845484222,0.9546677144914336,0.0,0.0,0.017,0.01780724292492639
P35372,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.017,0.017,0.0014340344168260039,0.0014340344168260039,0.8994877646365304,0.0,0.0,0.019585253456221197,0.021773785187824683
P35557,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001031488531722961
P35968,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.002,0.002,0.0003325573661456601,0.0003325573661456601,0.1313066382583056,0.0,0.0,0.0020833333333333333,0.01586616905159318
P36897,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.564017929146116e-05
P37231,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.036,0.022,0.006404391582799634,0.0036596523330283625,1.3048510862188012,0.0,0.0,0.04265402843601896,0.03268880928714765
P41143,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.011,0.011,0.0005675368898978433,0.0005675368898978433,0.8588198204923335,0.0,0.0,0.014012738853503185,0.0163162731381632
P41145,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.017,0.017,0.0016787912702853946,0.0016787912702853946,0.9097945774439917,0.0,0.0,0.0208078335373317,0.022870913898839107
P42330,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.042,0.042,0.025157232704402517,0.025157232704402517,1.8679301401530952,0.0,9.377168470208736e-06,0.05405405405405406,0.028937941899064158
P42336,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.005,0.005,0.00087527352297593,0.00087527352297593,3.2676183682295434,0.0,0.0,0.005025125628140704,0.0015378556291142326
P43405,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015191012921738152
P43490,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001312803585829223
P45452,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.027,0.024,0.004743833017077799,0.003795066413662239,0.8099392380766937,0.0,0.0,0.027,0.033335833911592054
P48736,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015003469552333978
P49137,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.022,0.022,0.0028328611898017,0.0028328611898017,1.50103901726975,0.0,0.0,0.022,0.014656514318936255
P49841,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.0008771929824561404,0.0008771929824561404,0.04539889293991363,0.0,0.0,0.001,0.02202696873652032
P51449,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.025,0.025,0.003626473254759746,0.003626473254759746,1.1929905688189615,0.0,0.0,0.030450669914738125,0.025524652575908177
P52333,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005907616136231503
P52732,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.033,0.033,0.008264462809917356,0.008264462809917356,5.750557552393828,0.0,0.0,0.047075606276747506,0.008186268074492227
P53350,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.044,0.044,0.0045045045045045045,0.0045045045045045045,2.7830652255758213,0.0,0.0,0.044,0.01580990604077193
P53779,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017225858479773447
P55055,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.012,0.012,0.00819672131147541,0.00819672131147541,0.9100699722213786,0.0,0.0,0.014814814814814815,0.016278764464282364
P56817,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.032,0.032,0.0014234875444839859,0.0014234875444839859,1.5991302637987606,0.0,0.0,0.032,0.020010877515425442
P62942,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.003,0.0033003300330033004,0.0033003300330033004,9.140740072037707,0.0,0.0,0.003,0.00032820089645730575
P68400,False,False,0.0,0.0,0.0,0.0,0.0,True,False,0.02,0.0,0.0036101083032490976,0.0,1.699590558316288,0.0,0.0,0.02570694087403599,0.01512537274244669
P78536,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.031,0.018,0.00764525993883792,0.0061162079510703364,0.9859534713646273,0.0,0.0,0.031,0.03144164588060989
P98170,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.02,0.02,0.0031545741324921135,0.0031545741324921135,1.4082046384662747,0.0,0.0,0.028694404591104734,0.020376587085763582
Q00987,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q02127,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.038,0.008,0.016556291390728478,0.009933774834437087,1.534998478647905,0.0,0.0,0.038,0.024755724761351062
Q02750,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007032876352656552
Q03181,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020442227265055042
Q05397,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.0017543859649122807,0.0017543859649122807,0.0828078343497444,0.0,0.0,0.0012121212121212121,0.014637759981995837
Q06124,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.156,0.156,0.00851063829787234,0.00851063829787234,7.850944745764961,0.0,0.0,0.156,0.019870219988372313
Q06187,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.003,0.0006983240223463687,0.0006983240223463687,0.19809659311916925,0.0,0.0,0.003,0.015144127079387108
Q07343,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.007,0.007,0.0030864197530864196,0.0030864197530864196,0.45769098413187725,0.0,0.0,0.007,0.015294161774910449
Q07817,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.02,0.02,0.01050420168067227,0.01050420168067227,1.104571337878697,0.0,0.0,0.030627871362940276,0.027728287166407233
Q07820,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.055,0.045,0.01079136690647482,0.008992805755395683,1.9909402507699303,0.0,0.0,0.055,0.027625138313234935
Q07869,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.046,0.046,0.006220839813374806,0.006220839813374806,1.5548437348395674,0.0,0.0,0.046,0.02958496652350856
Q08499,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.004,0.004,0.0023923444976076554,0.0023923444976076554,0.24919309795767788,0.0,0.0,0.004259850905218318,0.017094578121190526
Q13627,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008814538361996212
Q14145,False,False,0.0,0.0,0.0,0.0,0.0,True,False,0.02,0.0,0.007692307692307693,0.0,1.6154745636408694,0.0,0.0,0.023752969121140142,0.014703400161287298
Q15910,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.377168470208736e-06
Q16539,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004369760507117271
Q6PL18,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q86WV6,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7508673880834944e-05
Q8TEK3,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001031488531722961
Q92731,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.025,0.015,0.005277044854881266,0.002638522427440633,0.9823323469138582,0.0,9.377168470208736e-06,0.025,0.02544963522814651
Q92769,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.095,0.095,0.015469613259668509,0.015469613259668509,2.6829952254735177,0.0,9.377168470208736e-06,0.095,0.035408188143508185
Q92793,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.008,0.008,0.007722007722007722,0.007722007722007722,0.5446615048134047,0.0,0.0,0.008733624454148471,0.016034958084056937
Q96RI1,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.032,0.032,0.00702576112412178,0.00702576112412178,1.4806646075169714,0.0,0.0,0.036613272311212815,0.024727593255940435
Q9BY41,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.103,0.103,0.018159806295399514,0.018159806295399514,2.6152680885976802,0.0,9.377168470208736e-06,0.103,0.03938410757487669
Q9H2K2,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,9.377168470208736e-06,0.0,0.007633015134749911
Q9NWZ3,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004463532191819358
Q9UM73,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.003,0.0011918951132300357,0.0011918951132300357,0.21161268158005656,0.0,0.0,0.003089598352214212,0.014600251308115002
Q9Y233,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022505204328500966
